Breed,De-sexed,Gender,Suburb
Miniature Schnauzer                     ,Y,F,MITCHAM                            
Boxer                                   ,Y,F,TORRENS PARK                       
Irish Setter                            ,Y,F,LOWER MITCHAM                      
Schnauzer Standard                      ,Y,F,DAW PARK                           
Maltese                                 ,Y,F,BLACKWOOD                          
Cavalier King Charles Spaniel           ,Y,F,BLACKWOOD                          
Labrador                                ,Y,F,LOWER MITCHAM                      
Smithfield Cattle Dog                   ,N,F,GLENALTA                           
Spoodle                                 ,Y,F,HAWTHORNDENE                       
Pomeranian                              ,Y,F,LOWER MITCHAM                      
Maltese                                 ,Y,F,BLACKWOOD                          
Dachshund                               ,Y,F,HAWTHORNDENE                       
Labrador Retriever                      ,N,M,NETHERBY                           
Maltese                                 ,Y,F,CLARENCE GARDENS                   
Rottweiler                              ,N,F,COROMANDEL VALLEY                  
Golden Retriever                        ,N,F,CUMBERLAND PARK                    
Chihuahua                               ,Y,F,ST MARYS                           
Spoodle                                 ,Y,M,URRBRAE                            
Maltese                                 ,Y,M,BLACKWOOD                          
Border Collie                           ,Y,M,BELAIR                             
Golden Retriever                        ,N,M,HAWTHORN                           
Cavalier King Charles Spaniel           ,Y,M,HAWTHORNDENE                       
Golden Retriever                        ,Y,M,CUMBERLAND PARK                    
Maltese                                 ,Y,M,MITCHAM                            
Affenpinscher                           ,Y,M,BELAIR                             
Australian Kelpie                       ,Y,M,BELAIR                             
Siberian Husky                          ,Y,M,COROMANDEL VALLEY                  
Bullmastiff                             ,N,M,HAWTHORNDENE                       
Bichon Frise                            ,Y,M,KINGSWOOD                          
Chihuahua                               ,Y,M,LOWER MITCHAM                      
Schnoodle                               ,Y,M,HAWTHORN                           
Golden Retriever                        ,Y,M,COLONEL LIGHT GARDENS              
Labrador Retriever                      ,N,M,COLONEL LIGHT GARDENS              
Pug                                     ,Y,M,CRAIGBURN FARM                     
Labrador                                ,Y,M,BELAIR                             
Standard Poodle                         ,Y,M,HAWTHORN                           
Toy Poodle                              ,Y,M,COLONEL LIGHT GARDENS              
Cairn Terrier                           ,Y,M,BELLEVUE HEIGHTS                   
Miniature Schnauzer                     ,Y,M,HAWTHORN                           
Chihuahua                               ,Y,M,URRBRAE                            
Pomeranian                              ,Y,M,MITCHAM                            
Cocker Spaniel                          ,Y,M,DAW PARK                           
Spoodle                                 ,Y,M,NETHERBY                           
Staffordshire Bull Terrier              ,Y,M,BELAIR                             
Maltese                                 ,Y,M,PASADENA                           
Border Collie                           ,Y,M,HAWTHORNDENE                       
Labrador                                ,N,M,BELAIR                             
Lhasa Apso                              ,Y,M,BEDFORD PARK                       
King Charles Spaniel                    ,Y,M,KINGSWOOD                          
Staffordshire Bull Terrier              ,Y,M,HAWTHORNDENE                       
Golden Retriever                        ,N,M,CLARENCE GARDENS                   
Staffordshire Terrier                   ,Y,F,PASADENA                           
Staffordshire Bull Terrier              ,N,F,KINGSWOOD                          
American Bulldog                        ,Y,M,ST MARYS                           
Border Collie                           ,Y,F,PASADENA                           
Maltese                                 ,Y,M,LOWER MITCHAM                      
Australian Kelpie                       ,N,M,NETHERBY                           
Labrador                                ,Y,M,HAWTHORNDENE                       
Maltese                                 ,Y,M,BLACKWOOD                          
Australian Kelpie                       ,N,M,BELLEVUE HEIGHTS                   
Cavoodle                                ,Y,F,KINGSWOOD                          
West Highland Terrier                   ,Y,F,EDEN HILLS                         
German Shorthaired Pointer              ,Y,F,PASADENA                           
Mastiff                                 ,Y,F,EDEN HILLS                         
Pharoah Hound                           ,Y,M,EDEN HILLS                         
Australian Kelpie                       ,Y,M,PASADENA                           
Miniature Fox Terrier                   ,Y,M,BELAIR                             
Chihuahua                               ,N,F,BEDFORD PARK                       
Smithfield Cattle Dog                   ,Y,F,HAWTHORNDENE                       
Maltese                                 ,Y,M,BELLEVUE HEIGHTS                   
Maltese                                 ,Y,F,BELAIR                             
Australian Kelpie                       ,Y,F,TORRENS PARK                       
Australian Kelpie                       ,Y,F,CUMBERLAND PARK                    
Jack Russell Terrier                    ,Y,F,EDEN HILLS                         
Australian Kelpie                       ,Y,F,HAWTHORNDENE                       
Border Collie                           ,Y,F,PANORAMA                           
Labrador                                ,Y,F,HAWTHORNDENE                       
Chihuahua                               ,Y,F,MELROSE PARK                       
Labrador                                ,Y,M,PANORAMA                           
Maltese                                 ,N,M,HAWTHORNDENE                       
Beagle                                  ,Y,M,LOWER MITCHAM                      
Border Collie                           ,Y,F,CRAIGBURN FARM                     
Jack Russell Terrier                    ,Y,M,PANORAMA                           
Australian Kelpie                       ,Y,F,COLONEL LIGHT GARDENS              
Labrador                                ,Y,M,GLENALTA                           
King Charles Spaniel                    ,Y,F,GLENALTA                           
Labradoodle                             ,Y,F,SPRINGFIELD                        
Jack Russell Terrier                    ,Y,F,PASADENA                           
Maltese                                 ,N,F,GLENALTA                           
Toy Poodle                              ,Y,F,CRAIGBURN FARM                     
Border Collie                           ,Y,F,GLENALTA                           
Cocker Spaniel                          ,Y,F,TORRENS PARK                       
Schnoodle                               ,Y,F,CRAIGBURN FARM                     
Welsh Terrier                           ,Y,F,COLONEL LIGHT GARDENS              
Corgi                                   ,Y,F,ST MARYS                           
Labrador                                ,Y,F,KINGSWOOD                          
Maltese                                 ,Y,F,ST MARYS                           
Labrador                                ,N,M,COLONEL LIGHT GARDENS              
Labradoodle                             ,Y,F,GLENALTA                           
Labrador                                ,Y,F,URRBRAE                            
Border Collie                           ,N,F,CLAPHAM                            
Dachshund                               ,Y,F,HAWTHORNDENE                       
Dalmatian                               ,Y,F,MITCHAM                            
Spoodle                                 ,Y,F,CRAIGBURN FARM                     
Labradoodle                             ,Y,F,CLAPHAM                            
Cocker Spaniel                          ,Y,F,URRBRAE                            
Malamute                                ,Y,F,PANORAMA                           
Fox Terrier                             ,Y,F,DAW PARK                           
Terrier                                 ,Y,F,DAW PARK                           
Border Collie                           ,Y,F,CRAIGBURN FARM                     
German Shorthaired Pointer              ,Y,F,LEAWOOD GARDENS                    
Spoodle                                 ,Y,F,PANORAMA                           
Chihuahua                               ,N,F,COLONEL LIGHT GARDENS              
Terrier                                 ,Y,F,BLACKWOOD                          
Poodle                                  ,N,M,CRAIGBURN FARM                     
Rottweiler                              ,Y,F,MELROSE PARK                       
Australian Kelpie                       ,Y,F,MELROSE PARK                       
Beaglier                                ,Y,F,ST MARYS                           
Golden Retriever                        ,Y,F,GLENALTA                           
Border Collie                           ,Y,F,COLONEL LIGHT GARDENS              
Dachshund Miniature                     ,Y,F,BELLEVUE HEIGHTS                   
Maltese                                 ,Y,F,PASADENA                           
Labrador                                ,Y,F,COLONEL LIGHT GARDENS              
Maltese                                 ,Y,F,BELLEVUE HEIGHTS                   
Maltese                                 ,Y,F,BLACKWOOD                          
Miniature Poodle                        ,Y,F,LOWER MITCHAM                      
German Shepherd                         ,Y,F,BELAIR                             
Labrador                                ,Y,F,BLACKWOOD                          
Miniature Fox Terrier                   ,Y,F,HAWTHORNDENE                       
Beagle                                  ,Y,F,MITCHAM                            
Border Collie                           ,Y,F,HAWTHORNDENE                       
Maltese                                 ,Y,F,BLACKWOOD                          
Border Collie                           ,Y,F,KINGSWOOD                          
Jack Russell Terrier                    ,Y,F,CRAIGBURN FARM                     
Labrador                                ,Y,F,MITCHAM                            
Labrador                                ,Y,F,GLENALTA                           
Fox Terrier                             ,N,F,HAWTHORNDENE                       
Maltese                                 ,Y,F,EDEN HILLS                         
Labradoodle                             ,Y,F,BLACKWOOD                          
Groodle                                 ,Y,F,PANORAMA                           
Miniature Poodle                        ,Y,F,KINGSWOOD                          
Poodle                                  ,Y,F,MELROSE PARK                       
Groodle                                 ,N,F,CUMBERLAND PARK                    
Tenterfield Terrier                     ,Y,F,BLACKWOOD                          
Tenterfield Terrier                     ,Y,F,BLACKWOOD                          
Labrador                                ,Y,F,MELROSE PARK                       
Wire Haired Fox Terrier                 ,Y,F,EDEN HILLS                         
Border Collie                           ,Y,F,COROMANDEL VALLEY                  
Cavoodle                                ,Y,F,MITCHAM                            
German Shorthaired Pointer              ,Y,F,CLAPHAM                            
Miniature Fox Terrier                   ,Y,F,CLAPHAM                            
Border Collie                           ,Y,F,COLONEL LIGHT GARDENS              
Golden Retriever                        ,Y,F,EDEN HILLS                         
Jack Russell Terrier                    ,Y,F,COROMANDEL VALLEY                  
Dalmatian                               ,Y,F,DAW PARK                           
Chihuahua                               ,N,F,HAWTHORNDENE                       
Jack Russell Terrier                    ,Y,F,COLONEL LIGHT GARDENS              
Cocker Spaniel                          ,Y,F,CLARENCE GARDENS                   
Flat Coated Retriever                   ,Y,F,PASADENA                           
Weimeraner                              ,Y,F,LOWER MITCHAM                      
Labradoodle                             ,Y,F,CRAIGBURN FARM                     
Miniature Schnauzer                     ,Y,F,LOWER MITCHAM                      
Airedale Terrier                        ,N,F,GLENALTA                           
Toy Poodle                              ,Y,F,CLAPHAM                            
Dalmatian                               ,Y,F,BELAIR                             
Beagle                                  ,Y,F,BELLEVUE HEIGHTS                   
Labrador Retriever                      ,Y,F,PANORAMA                           
Maltese                                 ,Y,F,DAW PARK                           
Cavoodle                                ,Y,F,CLAPHAM                            
Border Collie                           ,Y,F,CLARENCE GARDENS                   
Australian Terrier                      ,N,F,EDEN HILLS                         
Jack Russell Terrier                    ,Y,F,BELLEVUE HEIGHTS                   
Labrador                                ,Y,F,PANORAMA                           
Labrador                                ,Y,F,BELLEVUE HEIGHTS                   
Australian Cattle Dog                   ,Y,M,EDEN HILLS                         
German Shorthaired Pointer              ,Y,M,BLACKWOOD                          
Maltese                                 ,Y,M,SPRINGFIELD                        
Chihuahua                               ,N,M,GLENALTA                           
Corgi                                   ,Y,M,HAWTHORNDENE                       
Shih Tzu                                ,Y,M,TORRENS PARK                       
Labrador                                ,Y,M,BELAIR                             
German Shepherd                         ,Y,F,TORRENS PARK                       
Rhodesian Ridgeback                     ,Y,M,COLONEL LIGHT GARDENS              
Jack Russell Terrier                    ,N,M,BEDFORD PARK                       
Foxhound                                ,Y,M,TORRENS PARK                       
Border Collie                           ,Y,M,URRBRAE                            
Maltese                                 ,Y,F,LYNTON                             
Toy Poodle                              ,Y,F,EDEN HILLS                         
Poodle                                  ,Y,F,CUMBERLAND PARK                    
Heeler                                  ,Y,F,BELAIR                             
Cavalier King Charles Spaniel           ,Y,F,HAWTHORN                           
Australian Kelpie                       ,Y,F,BELAIR                             
Jack Russell Terrier                    ,Y,F,BELAIR                             
Golden Retriever                        ,Y,F,CRAIGBURN FARM                     
Greyhound                               ,Y,F,CLARENCE GARDENS                   
Scottish Terrier                        ,Y,F,BLACKWOOD                          
Cavoodle                                ,Y,F,NETHERBY                           
Poodle                                  ,N,F,MELROSE PARK                       
Jack Russell Terrier                    ,Y,F,WESTBOURNE PARK                    
Staffordshire Bull Terrier              ,Y,F,HAWTHORNDENE                       
West Highland Terrier                   ,Y,F,URRBRAE                            
Jack Russell Terrier                    ,Y,F,EDEN HILLS                         
Border Collie                           ,Y,M,EDEN HILLS                         
Maltese                                 ,Y,F,PANORAMA                           
Labrador Retriever                      ,Y,F,WESTBOURNE PARK                    
Poodle                                  ,N,F,TORRENS PARK                       
Groodle                                 ,N,F,CLAPHAM                            
Jack Russell Terrier                    ,Y,F,CRAIGBURN FARM                     
Papillon                                ,Y,F,LOWER MITCHAM                      
Toy Poodle                              ,Y,F,BELAIR                             
Airedale Terrier                        ,N,F,BELAIR                             
Amer Staff Terrier                      ,Y,F,TORRENS PARK                       
Australian Terrier                      ,Y,F,COLONEL LIGHT GARDENS              
Pug                                     ,Y,F,MELROSE PARK                       
Golden Retriever                        ,N,F,NETHERBY                           
Maitalier                               ,Y,F,GLENALTA                           
Labradoodle                             ,Y,F,TORRENS PARK                       
Australian Kelpie                       ,Y,F,BELAIR                             
West Highland Terrier                   ,Y,F,URRBRAE                            
Jack Russell Terrier                    ,Y,F,HAWTHORN                           
Beagle                                  ,Y,F,HAWTHORNDENE                       
Border Collie                           ,Y,M,BEDFORD PARK                       
Sheltie                                 ,Y,F,COLONEL LIGHT GARDENS              
Border Collie                           ,Y,U,CLAPHAM                            
Siberian Husky                          ,N,F,CLARENCE GARDENS                   
Tibetan Spaniel                         ,Y,F,WESTBOURNE PARK                    
Australian Kelpie                       ,Y,F,TORRENS PARK                       
Staffordshire Terrier                   ,Y,F,BELAIR                             
Shih Tzu                                ,Y,M,COROMANDEL VALLEY                  
German Shepherd                         ,N,M,DAW PARK                           
Yorkshire Terrier                       ,Y,F,URRBRAE                            
Borzoi                                  ,N,F,CRAFERS WEST                       
Maltese                                 ,N,M,DAW PARK                           
Staffordshire Bull Terrier              ,Y,F,NETHERBY                           
Chow Chow                               ,Y,F,MELROSE PARK                       
Jack Russell Terrier                    ,Y,F,BLACKWOOD                          
Cavalier King Charles Spaniel           ,Y,F,COROMANDEL VALLEY                  
Labrador                                ,Y,F,GLENALTA                           
Labrador                                ,Y,M,BLACKWOOD                          
West Highland Terrier                   ,Y,M,CLARENCE GARDENS                   
Bernese Mountain Dog                    ,Y,M,ST MARYS                           
Cairn Terrier                           ,Y,M,GLENALTA                           
Staffordshire Terrier                   ,N,M,CLARENCE GARDENS                   
Fox Terrier                             ,Y,M,BELAIR                             
Rhodesian Ridgeback                     ,Y,M,COLONEL LIGHT GARDENS              
Terrier                                 ,Y,M,CUMBERLAND PARK                    
Mastiff                                 ,Y,M,BLACKWOOD                          
Toy Poodle                              ,Y,M,GLENALTA                           
Spoodle                                 ,Y,M,CLAPHAM                            
Labrador                                ,Y,M,EDEN HILLS                         
German Shepherd                         ,Y,M,BELAIR                             
Jack Russell Terrier                    ,Y,M,HAWTHORN                           
West Highland Terrier                   ,Y,M,URRBRAE                            
Cairn Terrier                           ,Y,M,EDEN HILLS                         
West Highland Terrier                   ,Y,M,TORRENS PARK                       
Coolie                                  ,Y,M,WESTBOURNE PARK                    
Mastiff                                 ,Y,M,HAWTHORNDENE                       
Border Collie                           ,Y,M,HAWTHORNDENE                       
Staffordshire Bull Terrier              ,Y,M,BELAIR                             
Cavalier King Charles Spaniel           ,Y,F,WESTBOURNE PARK                    
Pomeranian                              ,N,F,CLARENCE GARDENS                   
Staffordshire Bull Terrier              ,N,F,URRBRAE                            
Japanese Spitz                          ,Y,F,BLACKWOOD                          
Labradoodle                             ,Y,M,NETHERBY                           
West Highland Terrier                   ,Y,M,BELAIR                             
West Highland Terrier                   ,N,M,CLAPHAM                            
Australian Kelpie                       ,Y,M,HAWTHORNDENE                       
Rottweiler                              ,Y,M,ST MARYS                           
Border Collie                           ,Y,M,CRAIGBURN FARM                     
Golden Retriever                        ,Y,F,COLONEL LIGHT GARDENS              
Cocker Spaniel                          ,Y,F,EDEN HILLS                         
Beagle                                  ,Y,F,COLONEL LIGHT GARDENS              
Cavalier King Charles Spaniel           ,Y,F,DAW PARK                           
Australian Kelpie                       ,Y,M,SPRINGFIELD                        
Spoodle                                 ,Y,M,MELROSE PARK                       
Moodle                                  ,Y,M,LOWER MITCHAM                      
Samoyed                                 ,Y,M,BLACKWOOD                          
Beagle                                  ,Y,F,COLONEL LIGHT GARDENS              
Cavalier King Charles Spaniel           ,Y,F,HAWTHORNDENE                       
Spoodle                                 ,Y,F,KINGSWOOD                          
Golden Retriever                        ,Y,F,TORRENS PARK                       
Staffordshire Bull Terrier              ,Y,F,CLARENCE GARDENS                   
Maltese                                 ,Y,F,CRAIGBURN FARM                     
Bernese Mountain Dog                    ,N,F,COROMANDEL VALLEY                  
Staffordshire Bull Terrier              ,Y,F,EDEN HILLS                         
Labrador                                ,Y,F,CUMBERLAND PARK                    
West Highland Terrier                   ,N,F,GLENALTA                           
West Highland Terrier                   ,Y,F,CLAPHAM                            
Dalmatian                               ,Y,F,WESTBOURNE PARK                    
Australian Kelpie                       ,Y,F,BLACKWOOD                          
Maltese                                 ,Y,F,TORRENS PARK                       
Staffordshire Bull Terrier              ,Y,F,NETHERBY                           
Maltese                                 ,Y,F,CRAIGBURN FARM                     
Maltese                                 ,Y,F,MITCHAM                            
Staffordshire Bull Terrier              ,Y,F,EDEN HILLS                         
Spoodle                                 ,Y,F,GLENALTA                           
Maltese                                 ,Y,F,CUMBERLAND PARK                    
German Shorthaired Pointer              ,Y,F,CLAPHAM                            
Dachshund                               ,Y,F,MELROSE PARK                       
Jack Russell Terrier                    ,Y,F,EDEN HILLS                         
Staffordshire Bull Terrier              ,Y,F,DAW PARK                           
Poodle                                  ,Y,F,MITCHAM                            
Fox Terrier                             ,Y,F,DAW PARK                           
Terrier                                 ,Y,F,ST MARYS                           
Boxer                                   ,Y,F,TORRENS PARK                       
Tenterfield Terrier                     ,Y,F,COROMANDEL VALLEY                  
Beagle                                  ,Y,F,KINGSWOOD                          
Heeler                                  ,Y,F,MITCHAM                            
Poodle                                  ,Y,M,WESTBOURNE PARK                    
German Shepherd                         ,Y,F,WESTBOURNE PARK                    
Boxer                                   ,Y,F,PASADENA                           
Groodle                                 ,Y,F,BLACKWOOD                          
Cavoodle                                ,Y,F,EDEN HILLS                         
Labrador                                ,Y,F,HAWTHORN                           
Labrador                                ,Y,F,MITCHAM                            
Labrador Retriever                      ,Y,F,SPRINGFIELD                        
Cocker Spaniel                          ,Y,F,LOWER MITCHAM                      
Maltese                                 ,Y,F,CUMBERLAND PARK                    
Beagle                                  ,Y,F,NETHERBY                           
Fox Terrier                             ,Y,F,HAWTHORN                           
West Highland Terrier                   ,Y,F,HAWTHORNDENE                       
German Shorthaired Pointer              ,Y,F,PASADENA                           
French Bulldog                          ,Y,F,GLENALTA                           
Dalmatian                               ,Y,F,BLACKWOOD                          
Australian Shepherd                     ,Y,F,PANORAMA                           
Musterlander                            ,Y,F,PASADENA                           
Australian Kelpie                       ,Y,F,EDEN HILLS                         
Dalmatian                               ,Y,F,EDEN HILLS                         
Staffordshire Terrier                   ,Y,F,CRAFERS WEST                       
German Shepherd                         ,Y,F,TORRENS PARK                       
Schnauzer Standard                      ,Y,F,HAWTHORNDENE                       
Staffordshire Bull Terrier              ,Y,M,PASADENA                           
Border Collie                           ,Y,F,BELAIR                             
English Bull Terrier                    ,Y,F,CUMBERLAND PARK                    
Dachshund Miniature                     ,N,F,GLENALTA                           
Australian Kelpie                       ,Y,F,BLACKWOOD                          
Labrador Retriever                      ,Y,F,KINGSWOOD                          
Golden Retriever                        ,Y,F,BELAIR                             
Maltese                                 ,Y,F,HAWTHORNDENE                       
Border Collie                           ,N,F,BELAIR                             
Australian Terrier                      ,Y,F,WESTBOURNE PARK                    
West Highland Terrier                   ,Y,F,CRAIGBURN FARM                     
Golden Retriever                        ,Y,F,KINGSWOOD                          
Bull Terrier                            ,Y,F,WESTBOURNE PARK                    
Maltese                                 ,Y,F,CLAPHAM                            
Staffordshire Bull Terrier              ,Y,F,ST MARYS                           
Jack Russell Terrier                    ,Y,F,EDEN HILLS                         
Staffordshire Bull Terrier              ,Y,F,LOWER MITCHAM                      
Labrador                                ,Y,F,HAWTHORNDENE                       
Labrador                                ,Y,F,LOWER MITCHAM                      
Border Collie                           ,Y,F,HAWTHORNDENE                       
Border Terrier                          ,Y,F,HAWTHORNDENE                       
Miniature Schnauzer                     ,Y,F,BELLEVUE HEIGHTS                   
Golden Retriever                        ,Y,F,TORRENS PARK                       
Welsh Springer Spaniel                  ,Y,F,BLACKWOOD                          
Shih Tzu                                ,Y,F,TORRENS PARK                       
Labrador Retriever                      ,Y,F,WESTBOURNE PARK                    
Border Collie                           ,Y,F,CUMBERLAND PARK                    
Jack Russell Terrier                    ,Y,F,HAWTHORNDENE                       
West Highland Terrier                   ,Y,F,CUMBERLAND PARK                    
Jack Russell Terrier                    ,Y,F,ST MARYS                           
Heeler                                  ,Y,F,HAWTHORNDENE                       
Shih Tzu                                ,Y,F,BLACKWOOD                          
Tenterfield Terrier                     ,Y,F,MELROSE PARK                       
Maltese                                 ,Y,F,BEDFORD PARK                       
Staffordshire Bull Terrier              ,Y,F,CRAIGBURN FARM                     
Border Collie                           ,Y,F,GLENALTA                           
Staffordshire Bull Terrier              ,Y,F,WESTBOURNE PARK                    
Labrador Retriever                      ,Y,F,TORRENS PARK                       
Labrador Retriever                      ,Y,F,LOWER MITCHAM                      
Labrador                                ,Y,F,CRAIGBURN FARM                     
Hungarian Vizsla                        ,Y,F,HAWTHORNDENE                       
Cavoodle                                ,Y,F,CLAPHAM                            
Labrador Retriever                      ,N,F,BLACKWOOD                          
Labrador                                ,N,M,COLONEL LIGHT GARDENS              
Golden Retriever                        ,Y,M,PASADENA                           
Maltese                                 ,Y,M,COLONEL LIGHT GARDENS              
Labrador                                ,Y,F,BLACKWOOD                          
Labradoodle                             ,Y,M,BELLEVUE HEIGHTS                   
Borzoi                                  ,Y,F,GLENALTA                           
Chihuahua                               ,Y,F,TORRENS PARK                       
King Charles Spaniel                    ,Y,F,PANORAMA                           
Maltese                                 ,Y,F,SPRINGFIELD                        
Japanese Spitz                          ,Y,F,TORRENS PARK                       
Border Collie                           ,Y,F,GLENALTA                           
Chihuahua                               ,Y,F,HAWTHORNDENE                       
Maltese                                 ,Y,F,NETHERBY                           
Greyhound                               ,Y,M,EDEN HILLS                         
Cavalier King Charles Spaniel           ,Y,F,TORRENS PARK                       
West Highland Terrier                   ,Y,F,KINGSWOOD                          
Cavoodle                                ,Y,F,GLENALTA                           
Maltese                                 ,Y,F,NETHERBY                           
Collie Rough                            ,Y,F,MITCHAM                            
Cocker Spaniel                          ,Y,F,COLONEL LIGHT GARDENS              
Groodle                                 ,Y,F,BLACKWOOD                          
Maltese                                 ,Y,F,MITCHAM                            
Cavoodle                                ,Y,F,WESTBOURNE PARK                    
Cavoodle                                ,Y,F,COLONEL LIGHT GARDENS              
Bichon Frise                            ,Y,F,CUMBERLAND PARK                    
Maltese                                 ,Y,F,CRAIGBURN FARM                     
Labrador                                ,Y,F,LOWER MITCHAM                      
Jack Russell Terrier                    ,Y,F,COLONEL LIGHT GARDENS              
Greyhound                               ,Y,F,PASADENA                           
Miniature Schnauzer                     ,Y,F,BLACKWOOD                          
Papillon                                ,Y,F,BELAIR                             
Cocker Spaniel                          ,Y,F,GLENALTA                           
Boxer                                   ,Y,F,BEDFORD PARK                       
Maltese                                 ,Y,F,TORRENS PARK                       
Border Collie                           ,Y,F,CUMBERLAND PARK                    
West Highland Terrier                   ,Y,F,EDEN HILLS                         
Amer Staff Terrier                      ,Y,F,KINGSWOOD                          
Rottweiler                              ,Y,F,CLARENCE GARDENS                   
German Shepherd                         ,Y,F,CUMBERLAND PARK                    
Miniature Poodle                        ,Y,M,EDEN HILLS                         
Staghound                               ,Y,M,GLENALTA                           
German Shepherd                         ,Y,M,ST MARYS                           
Siberian Husky                          ,Y,M,HAWTHORNDENE                       
Border Collie                           ,Y,M,KINGSWOOD                          
Amer Staff Terrier                      ,Y,F,MELROSE PARK                       
Staffordshire Bull Terrier              ,Y,M,BELAIR                             
German Shepherd                         ,N,M,COROMANDEL VALLEY                  
Cavoodle                                ,Y,M,BEDFORD PARK                       
Beaglier                                ,Y,M,CLARENCE GARDENS                   
Staffordshire Bull Terrier              ,Y,F,TORRENS PARK                       
Border Collie                           ,Y,F,BELLEVUE HEIGHTS                   
Labrador                                ,Y,F,KINGSWOOD                          
Australian Kelpie                       ,Y,M,KINGSWOOD                          
Heeler                                  ,N,F,EDEN HILLS                         
Terrier                                 ,Y,F,PASADENA                           
Cocker Spaniel                          ,Y,M,KINGSWOOD                          
Rottweiler                              ,N,F,NETHERBY                           
Miniature Schnauzer                     ,Y,F,EDEN HILLS                         
Border Collie                           ,Y,F,MELROSE PARK                       
Australian Kelpie                       ,Y,F,PANORAMA                           
Poodle                                  ,Y,F,MELROSE PARK                       
Shih Tzu                                ,Y,F,CUMBERLAND PARK                    
Sydney Silky terrier                    ,Y,M,BELAIR                             
Maltese                                 ,Y,M,BLACKWOOD                          
Shih Tzu                                ,Y,M,COLONEL LIGHT GARDENS              
Golden Retriever                        ,Y,M,BLACKWOOD                          
Moodle                                  ,Y,F,MITCHAM                            
Golden Retriever                        ,Y,F,BELAIR                             
Cocker Spaniel                          ,Y,M,EDEN HILLS                         
Jack Russell Terrier                    ,Y,F,BLACKWOOD                          
Italian Greyhound                       ,Y,M,HAWTHORNDENE                       
Maltese                                 ,Y,M,LOWER MITCHAM                      
Shih Tzu                                ,Y,M,URRBRAE                            
Toy Poodle                              ,N,F,BELLEVUE HEIGHTS                   
Chihuahua                               ,Y,F,EDEN HILLS                         
Papillon                                ,N,M,CLARENCE GARDENS                   
Staffordshire Terrier                   ,Y,F,PASADENA                           
Staffordshire Terrier                   ,Y,F,GLENALTA                           
Mareema - Italian Shepherd              ,Y,F,PANORAMA                           
Golden Retriever                        ,Y,F,CUMBERLAND PARK                    
Musterlander                            ,Y,F,COLONEL LIGHT GARDENS              
Poodle                                  ,Y,M,ST MARYS                           
Australian Kelpie                       ,Y,M,DAW PARK                           
Boxer                                   ,Y,F,PASADENA                           
Cavoodle                                ,Y,F,KINGSWOOD                          
Beagle                                  ,Y,F,NETHERBY                           
Miniature Schnauzer                     ,Y,F,DAW PARK                           
Golden Retriever                        ,Y,F,MELROSE PARK                       
Whippet                                 ,Y,F,HAWTHORNDENE                       
Labrador Retriever                      ,Y,M,BLACKWOOD                          
Golden Retriever                        ,Y,M,MELROSE PARK                       
Groodle                                 ,Y,F,CLARENCE GARDENS                   
Cocker Spaniel                          ,Y,F,BLACKWOOD                          
Australian Kelpie                       ,Y,F,COROMANDEL VALLEY                  
Jack Russell Terrier                    ,Y,F,HAWTHORNDENE                       
Labrador                                ,Y,F,BELLEVUE HEIGHTS                   
Rhodesian Ridgeback                     ,Y,M,PASADENA                           
Rhodesian Ridgeback                     ,N,M,PASADENA                           
Labrador                                ,Y,M,COLONEL LIGHT GARDENS              
King Charles Spaniel                    ,Y,M,BELLEVUE HEIGHTS                   
Cocker Spaniel                          ,Y,M,BLACKWOOD                          
Border Collie                           ,Y,M,BLACKWOOD                          
Heeler                                  ,Y,M,BLACKWOOD                          
Heeler                                  ,Y,M,BLACKWOOD                          
Cairn Terrier                           ,Y,F,HAWTHORN                           
Australian Silky Terrier                ,Y,F,DAW PARK                           
Tibetan Spaniel                         ,N,M,COLONEL LIGHT GARDENS              
Jack Russell Terrier                    ,Y,F,BELAIR                             
Siberian Husky                          ,N,M,CLAPHAM                            
Maltese                                 ,N,M,TORRENS PARK                       
Mastiff                                 ,Y,F,BLACKWOOD                          
Airedale Terrier                        ,Y,M,TORRENS PARK                       
Cocker Spaniel                          ,Y,M,LOWER MITCHAM                      
Australian Shepherd                     ,Y,M,TORRENS PARK                       
Beagle                                  ,Y,F,LOWER MITCHAM                      
Shih Tzu                                ,Y,F,HAWTHORNDENE                       
Border Collie                           ,Y,M,MELROSE PARK                       
Tenterfield Terrier                     ,Y,F,BLACKWOOD                          
Jack Russell Terrier                    ,Y,F,BLACKWOOD                          
Labrador Retriever                      ,Y,F,BELAIR                             
Golden Retriever                        ,Y,F,COLONEL LIGHT GARDENS              
Maltese                                 ,Y,F,HAWTHORN                           
Jack Russell Terrier                    ,Y,F,COROMANDEL VALLEY                  
Golden Retriever                        ,Y,F,BELAIR                             
Australian Kelpie                       ,Y,F,WESTBOURNE PARK                    
Labrador Retriever                      ,Y,F,COLONEL LIGHT GARDENS              
Newfoundland                            ,N,F,BLACKWOOD                          
Cavalier King Charles Spaniel           ,Y,F,CRAIGBURN FARM                     
Golden Retriever                        ,Y,F,COLONEL LIGHT GARDENS              
Pomeranian                              ,Y,M,BEDFORD PARK                       
Tibetan Spaniel                         ,Y,M,COROMANDEL VALLEY                  
German Wirehaired Pointer               ,Y,M,COROMANDEL VALLEY                  
Labrador                                ,Y,M,PANORAMA                           
Golden Retriever                        ,N,M,URRBRAE                            
